Date,Index,Current,Point Change,% Change,Turnover
2019-08-15,Float Index,89.96,-0.06,-0.07,358343008.0
2019-08-15,Sensitive Float Index,84.16,-0.22,-0.26,315318016.0
2019-08-14,NEPSE Index,1225.9,-5.17,-0.42,257285008.0
2019-08-14,Sensitive Index,265.93,-1.21,-0.45,229340000.0
2019-08-14,Float Index,90.02,-0.43,-0.48,243479008.0
2019-08-14,Sensitive Float Index,84.38,-0.52,-0.61,194731008.0
2019-08-13,NEPSE Index,1231.07,-2.78,-0.23,481629760.0
2019-08-13,Sensitive Index,267.14,-0.58,-0.22,444384000.0
2019-08-13,Float Index,90.45,-0.15,-0.17,459763008.0
2019-08-13,Sensitive Float Index,84.9,-0.06,-0.07,405455008.0
2019-08-12,NEPSE Index,1233.85,0.14,0.01,314228928.0
2019-08-12,Sensitive Index,267.72,0.12,0.04,241011008.0
2019-08-12,Float Index,90.6,-0.01,-0.01,270974016.0
2019-08-12,Sensitive Float Index,84.96,0.02,0.02,206779008.0
2019-08-11,NEPSE Index,1233.71,-4.85,-0.39,311756864.0
2019-08-11,Sensitive Index,267.6,-0.4,-0.15,244820000.0
2019-08-11,Float Index,90.61,-0.45,-0.49,307547008.0
2019-08-11,Sensitive Float Index,84.94,-0.2,-0.23,210916000.0
2019-08-10,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-08-09,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-08-08,NEPSE Index,1238.56,-9.92,-0.79,454629568.0
2019-08-08,Sensitive Index,268.0,-1.96,-0.73,281614016.0
2019-08-08,Float Index,91.06,-0.77,-0.84,421328000.0
2019-08-08,Sensitive Float Index,85.14,-0.69,-0.8,243300000.0
2019-08-07,NEPSE Index,1248.48,2.75,0.22,368645664.0
2019-08-07,Sensitive Index,269.96,0.86,0.32,348440992.0
2019-08-07,Float Index,91.83,0.15,0.16,340449984.0
2019-08-07,Sensitive Float Index,85.83,0.3,0.35,306638016.0
2019-08-06,NEPSE Index,1245.73,-9.36,-0.75,450755168.0
2019-08-06,Sensitive Index,269.1,-1.91,-0.7,437660992.0
2019-08-06,Float Index,91.68,-0.68,-0.74,436004992.0
2019-08-06,Sensitive Float Index,85.53,-0.61,-0.71,390180992.0
2019-08-05,NEPSE Index,1255.09,-4.55,-0.36,443205472.0
2019-08-05,Sensitive Index,271.01,-0.77,-0.28,428523008.0
2019-08-05,Float Index,92.36,-0.34,-0.37,433462016.0
2019-08-05,Sensitive Float Index,86.14,-0.22,-0.25,359575008.0
2019-08-04,NEPSE Index,1259.64,-4.2,-0.33,474151744.0
2019-08-04,Sensitive Index,271.78,-0.75,-0.28,462823008.0
2019-08-04,Float Index,92.7,-0.27,-0.29,451280000.0
2019-08-04,Sensitive Float Index,86.36,-0.18,-0.21,385035008.0
2019-08-03,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-08-02,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-08-01,NEPSE Index,1263.84,-1.73,-0.14,590588224.0
2019-08-01,Sensitive Index,272.53,-0.71,-0.26,499312000.0
2019-08-01,Float Index,92.97,-0.16,-0.17,491456000.0
2019-08-01,Sensitive Float Index,86.54,-0.25,-0.29,418156000.0
2019-07-31,NEPSE Index,1265.57,6.2,0.49,370002048.0
2019-07-31,Sensitive Index,273.24,1.1,0.4,350719008.0
2019-07-31,Float Index,93.13,0.46,0.5,353545984.0
2019-07-31,Sensitive Float Index,86.79,0.36,0.42,288414016.0
2019-07-30,NEPSE Index,1259.37,3.39,0.27,294305024.0
2019-07-30,Sensitive Index,272.14,1.03,0.38,245263008.0
2019-07-30,Float Index,92.67,0.24,0.26,259522000.0
2019-07-30,Sensitive Float Index,86.43,0.29,0.34,211576992.0
2019-07-29,NEPSE Index,1255.98,3.18,0.25,350812576.0
2019-07-29,Sensitive Index,271.11,1.07,0.4,342315008.0
2019-07-29,Float Index,92.43,0.24,0.26,330758016.0
2019-07-29,Sensitive Float Index,86.14,0.4,0.47,287188992.0
2019-07-28,NEPSE Index,1252.8,-17.12,-1.35,492673664.0
2019-07-28,Sensitive Index,270.04,-3.43,-1.25,485729984.0
2019-07-28,Float Index,92.19,-1.31,-1.4,468351008.0
2019-07-28,Sensitive Float Index,85.74,-1.2,-1.38,411710016.0
2019-07-27,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-07-26,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-07-25,NEPSE Index,1269.92,-14.15,-1.1,550532160.0
2019-07-25,Sensitive Index,273.47,-2.66,-0.96,551065024.0
2019-07-25,Float Index,93.5,-1.06,-1.12,529404000.0
2019-07-25,Sensitive Float Index,86.94,-0.84,-0.96,459932992.0
2019-07-24,NEPSE Index,1284.07,6.9,0.54,443481376.0
2019-07-24,Sensitive Index,276.13,1.72,0.63,450795008.0
2019-07-24,Float Index,94.56,0.48,0.51,427568000.0
2019-07-24,Sensitive Float Index,87.78,0.53,0.61,389375008.0
2019-07-23,NEPSE Index,1277.17,5.94,0.47,368980864.0
2019-07-23,Sensitive Index,274.41,0.91,0.33,379713984.0
2019-07-23,Float Index,94.08,0.53,0.57,356840992.0
2019-07-23,Sensitive Float Index,87.25,0.34,0.39,316156992.0
2019-07-22,NEPSE Index,1271.23,2.49,0.2,316643424.0
2019-07-22,Sensitive Index,273.5,0.2,0.07,323928000.0
2019-07-22,Float Index,93.55,0.17,0.18,310172000.0
2019-07-22,Sensitive Float Index,86.91,-0.01,-0.01,268876000.0
2019-07-21,NEPSE Index,1268.74,-3.75,-0.29,298157120.0
2019-07-21,Sensitive Index,273.3,-0.54,-0.2,274228000.0
2019-07-21,Float Index,93.38,-0.23,-0.25,269168992.0
2019-07-21,Sensitive Float Index,86.92,-0.1,-0.11,231016000.0
2019-07-20,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-07-19,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-07-18,NEPSE Index,1272.49,-2.37,-0.19,411369312.0
2019-07-18,Sensitive Index,273.84,-0.27,-0.1,333054016.0
2019-07-18,Float Index,93.61,-0.15,-0.16,343696000.0
2019-07-18,Sensitive Float Index,87.02,-0.04,-0.05,294097984.0
2019-07-17,NEPSE Index,1274.86,15.85,1.26,426743456.0
2019-07-17,Sensitive Index,274.11,2.86,1.05,397078016.0
2019-07-17,Float Index,93.76,1.34,1.45,392819008.0
2019-07-17,Sensitive Float Index,87.06,1.11,1.29,325992992.0
2019-07-16,NEPSE Index,1259.01,4.45,0.35,347289280.0
2019-07-16,Sensitive Index,271.25,0.97,0.36,294892992.0
2019-07-16,Float Index,92.42,0.32,0.35,288995008.0
2019-07-16,Sensitive Float Index,85.95,0.28,0.33,264076992.0
2019-07-15,NEPSE Index,1254.56,5.07,0.41,430525920.0
2019-07-15,Sensitive Index,270.28,1.71,0.64,339355008.0
2019-07-15,Float Index,92.1,0.33,0.36,363991008.0
2019-07-15,Sensitive Float Index,85.67,0.53,0.62,294585984.0
2019-07-14,NEPSE Index,1249.49,0.96,0.08,285214560.0
2019-07-14,Sensitive Index,268.57,0.25,0.09,252840000.0
2019-07-14,Float Index,91.77,0.06,0.07,252651008.0
2019-07-14,Sensitive Float Index,85.14,0.04,0.05,225851008.0
2019-07-13,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-07-12,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-07-11,NEPSE Index,1248.53,-0.62,-0.05,460036576.0
2019-07-11,Sensitive Index,268.32,-0.01,0.0,437395008.0
2019-07-11,Float Index,91.71,-0.01,-0.01,449199008.0
2019-07-11,Sensitive Float Index,85.1,0.05,0.06,383592000.0
2019-07-10,NEPSE Index,1249.15,-1.12,-0.09,573447488.0
2019-07-10,Sensitive Index,268.33,-0.73,-0.27,406428992.0
2019-07-10,Float Index,91.72,0.01,0.01,389259008.0
2019-07-10,Sensitive Float Index,85.05,-0.12,-0.14,350105984.0
2019-07-09,NEPSE Index,1250.27,2.92,0.23,468263776.0
2019-07-09,Sensitive Index,269.06,0.27,0.1,423428000.0
2019-07-09,Float Index,91.71,0.24,0.26,404160992.0
2019-07-09,Sensitive Float Index,85.17,0.07,0.08,356000992.0
2019-07-08,NEPSE Index,1247.35,-8.69,-0.69,591053824.0
2019-07-08,Sensitive Index,268.79,-1.56,-0.58,463715008.0
2019-07-08,Float Index,91.47,-0.67,-0.73,448051008.0
2019-07-08,Sensitive Float Index,85.1,-0.54,-0.63,383368992.0
2019-07-07,NEPSE Index,1256.04,-4.43,-0.35,540529472.0
2019-07-07,Sensitive Index,270.35,-1.1,-0.41,534116992.0
2019-07-07,Float Index,92.14,-0.44,-0.48,513358016.0
2019-07-07,Sensitive Float Index,85.64,-0.51,-0.59,480572000.0
2019-07-06,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-07-05,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-07-04,NEPSE Index,1260.47,-8.21,-0.65,670169920.0
2019-07-04,Sensitive Index,271.45,-1.53,-0.56,625606016.0
2019-07-04,Float Index,92.58,-0.58,-0.62,567299008.0
2019-07-04,Sensitive Float Index,86.15,-0.46,-0.53,536017984.0
2019-07-03,NEPSE Index,1268.68,15.62,1.25,550247808.0
2019-07-03,Sensitive Index,272.98,3.02,1.12,544574016.0
2019-07-03,Float Index,93.16,1.12,1.22,522292992.0
2019-07-03,Sensitive Float Index,86.61,0.95,1.11,475867008.0
2019-07-02,NEPSE Index,1253.06,11.45,0.92,429477280.0
2019-07-02,Sensitive Index,269.96,1.45,0.54,429992992.0
2019-07-02,Float Index,92.04,0.98,1.08,410097984.0
2019-07-02,Sensitive Float Index,85.66,0.6,0.71,381076992.0
2019-07-01,NEPSE Index,1241.61,-3.28,-0.26,364343808.0
2019-07-01,Sensitive Index,268.51,-0.73,-0.27,355072000.0
2019-07-01,Float Index,91.06,-0.24,-0.26,331244000.0
2019-07-01,Sensitive Float Index,85.06,-0.2,-0.23,294136992.0
2019-06-30,NEPSE Index,1244.89,-12.26,-0.98,645099008.0
2019-06-30,Sensitive Index,269.24,-1.92,-0.71,518584000.0
2019-06-30,Float Index,91.3,-0.95,-1.03,519830016.0
2019-06-30,Sensitive Float Index,85.26,-0.71,-0.83,436767008.0
2019-06-29,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-06-28,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-06-27,NEPSE Index,1257.15,-1.14,-0.09,627908800.0
2019-06-27,Sensitive Index,271.16,0.35,0.13,741148992.0
2019-06-27,Float Index,92.25,-0.06,-0.06,590777024.0
2019-06-27,Sensitive Float Index,85.97,0.03,0.03,531379008.0
2019-06-26,NEPSE Index,1258.29,-2.78,-0.22,570123456.0
2019-06-26,Sensitive Index,270.81,-0.63,-0.23,742254016.0
2019-06-26,Float Index,92.31,-0.25,-0.27,533137984.0
2019-06-26,Sensitive Float Index,85.94,-0.27,-0.31,492759008.0
2019-06-25,NEPSE Index,1261.07,0.97,0.08,364773344.0
2019-06-25,Sensitive Index,271.44,0.4,0.15,343486016.0
2019-06-25,Float Index,92.56,0.06,0.06,344807008.0
2019-06-25,Sensitive Float Index,86.21,0.1,0.12,306985984.0
2019-06-24,NEPSE Index,1260.1,5.75,0.46,481492832.0
2019-06-24,Sensitive Index,271.04,1.44,0.53,419097984.0
2019-06-24,Float Index,92.5,0.4,0.43,433480000.0
2019-06-24,Sensitive Float Index,86.11,0.41,0.48,356528000.0
2019-06-23,NEPSE Index,1254.35,-10.01,-0.79,481859744.0
2019-06-23,Sensitive Index,269.6,-2.0,-0.74,451844992.0
2019-06-23,Float Index,92.1,-0.69,-0.74,420916992.0
2019-06-23,Sensitive Float Index,85.7,-0.55,-0.64,388091008.0
2019-06-22,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-06-21,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-06-20,NEPSE Index,1264.36,5.9,0.47,375315200.0
2019-06-20,Sensitive Index,271.6,1.08,0.4,354687008.0
2019-06-20,Float Index,92.79,0.51,0.55,358825984.0
2019-06-20,Sensitive Float Index,86.25,0.38,0.44,306196000.0
2019-06-19,NEPSE Index,1258.46,-0.2,-0.02,304189632.0
2019-06-19,Sensitive Index,270.52,0.23,0.09,285492000.0
2019-06-19,Float Index,92.28,-0.05,-0.05,276860000.0
2019-06-19,Sensitive Float Index,85.87,0.0,0.0,240100000.0
2019-06-18,NEPSE Index,1258.66,-2.24,-0.18,359411296.0
2019-06-18,Sensitive Index,270.29,0.03,0.01,345840992.0
2019-06-18,Float Index,92.33,-0.08,-0.09,340819008.0
2019-06-18,Sensitive Float Index,85.87,0.17,0.2,266028992.0
2019-06-17,NEPSE Index,1260.9,2.63,0.21,403538144.0
2019-06-17,Sensitive Index,270.26,0.29,0.11,385627008.0
2019-06-17,Float Index,92.41,0.17,0.18,387455008.0
2019-06-17,Sensitive Float Index,85.7,0.09,0.11,323711008.0
2019-06-16,NEPSE Index,1258.27,-11.28,-0.89,472520800.0
2019-06-16,Sensitive Index,269.97,-1.84,-0.68,466195008.0
2019-06-16,Float Index,92.24,-0.81,-0.87,450040000.0
2019-06-16,Sensitive Float Index,85.61,-0.6,-0.7,391121984.0
2019-06-15,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-06-14,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-06-13,NEPSE Index,1269.55,-2.94,-0.23,418750016.0
2019-06-13,Sensitive Index,271.81,-0.55,-0.2,431408000.0
2019-06-13,Float Index,93.05,-0.2,-0.21,418750016.0
2019-06-13,Sensitive Float Index,86.21,-0.12,-0.14,358712992.0
2019-06-12,NEPSE Index,1272.49,-3.5,-0.27,399464992.0
2019-06-12,Sensitive Index,272.36,-0.5,-0.18,400868992.0
2019-06-12,Float Index,93.25,-0.32,-0.34,399464992.0
2019-06-12,Sensitive Float Index,86.33,-0.28,-0.32,325631008.0
2019-06-11,NEPSE Index,1275.99,0.17,0.01,459071008.0
2019-06-11,Sensitive Index,272.86,0.4,0.15,456008992.0
2019-06-11,Float Index,93.57,0.09,0.1,459071008.0
2019-06-11,Sensitive Float Index,86.61,0.2,0.23,379048000.0
2019-06-10,NEPSE Index,1275.82,-8.77,-0.68,553347008.0
2019-06-10,Sensitive Index,272.46,-1.43,-0.52,562851968.0
2019-06-10,Float Index,93.48,-0.58,-0.62,553347008.0
2019-06-10,Sensitive Float Index,86.41,-0.38,-0.44,480423008.0
2019-06-09,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-06-08,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-06-07,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-06-06,NEPSE Index,1284.59,-4.69,-0.36,579563008.0
2019-06-06,Sensitive Index,273.89,-0.97,-0.35,539596992.0
2019-06-06,Float Index,94.06,-0.36,-0.38,579563008.0
2019-06-06,Sensitive Float Index,86.79,-0.37,-0.42,432729984.0
2019-06-05,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-06-04,NEPSE Index,1289.28,-3.56,-0.28,694590976.0
2019-06-04,Sensitive Index,274.86,-0.62,-0.23,615507008.0
2019-06-04,Float Index,94.42,-0.26,-0.27,694590976.0
2019-06-04,Sensitive Float Index,87.16,-0.13,-0.15,512369984.0
2019-06-03,NEPSE Index,1292.84,-12.84,-0.98,664590016.0
2019-06-03,Sensitive Index,275.48,-2.64,-0.95,661494016.0
2019-06-03,Float Index,94.68,-0.93,-0.97,664590016.0
2019-06-03,Sensitive Float Index,87.29,-0.86,-0.98,522356992.0
2019-06-02,NEPSE Index,1305.68,-13.79,-1.05,735995008.0
2019-06-02,Sensitive Index,278.12,-3.03,-1.08,795820032.0
2019-06-02,Float Index,95.61,-1.01,-1.05,735995008.0
2019-06-02,Sensitive Float Index,88.15,-0.93,-1.04,570739968.0
2019-06-01,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-05-31,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-05-30,NEPSE Index,1319.47,5.59,0.43,1504460032.0
2019-05-30,Sensitive Index,281.15,1.23,0.44,1426520064.0
2019-05-30,Float Index,96.62,0.41,0.43,1504460032.0
2019-05-30,Sensitive Float Index,89.08,0.35,0.39,1203709952.0
2019-05-29,NEPSE Index,1313.88,8.39,0.64,884201024.0
2019-05-29,Sensitive Index,279.92,2.11,0.76,765614976.0
2019-05-29,Float Index,96.21,0.67,0.7,884201024.0
2019-05-29,Sensitive Float Index,88.73,0.74,0.84,576513024.0
2019-05-28,NEPSE Index,1305.49,2.53,0.19,749068992.0
2019-05-28,Sensitive Index,277.81,0.2,0.07,624452992.0
2019-05-28,Float Index,95.54,0.1,0.1,749068992.0
2019-05-28,Sensitive Float Index,87.99,0.04,0.05,530140992.0
2019-05-27,NEPSE Index,1302.96,0.35,0.03,499910016.0
2019-05-27,Sensitive Index,277.61,0.05,0.02,480160992.0
2019-05-27,Float Index,95.44,0.01,0.01,499910016.0
2019-05-27,Sensitive Float Index,87.95,0.1,0.11,398216992.0
2019-05-26,NEPSE Index,1302.61,-11.94,-0.91,603897024.0
2019-05-26,Sensitive Index,277.56,-2.82,-1.01,649648000.0
2019-05-26,Float Index,95.43,-0.91,-0.94,603897024.0
2019-05-26,Sensitive Float Index,87.85,-0.86,-0.97,501076992.0
2019-05-25,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-05-24,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-05-23,NEPSE Index,1314.55,-5.08,-0.38,913235968.0
2019-05-23,Sensitive Index,280.38,-0.89,-0.32,1042390016.0
2019-05-23,Float Index,96.34,-0.46,-0.48,913235968.0
2019-05-23,Sensitive Float Index,88.71,-0.43,-0.48,690947008.0
2019-05-22,NEPSE Index,1319.63,7.49,0.57,918484992.0
2019-05-22,Sensitive Index,281.27,1.36,0.49,1052310016.0
2019-05-22,Float Index,96.8,0.69,0.72,918484992.0
2019-05-22,Sensitive Float Index,89.14,0.43,0.48,758046016.0
2019-05-21,NEPSE Index,1312.14,4.43,0.34,796716992.0
2019-05-21,Sensitive Index,279.91,0.11,0.04,869392000.0
2019-05-21,Float Index,96.11,0.36,0.38,796716992.0
2019-05-21,Sensitive Float Index,88.71,0.03,0.03,649473024.0
2019-05-20,NEPSE Index,1307.71,-9.13,-0.69,1164889984.0
2019-05-20,Sensitive Index,279.8,-0.99,-0.35,1054979968.0
2019-05-20,Float Index,95.75,-0.69,-0.72,1164889984.0
2019-05-20,Sensitive Float Index,88.68,-0.51,-0.57,861953024.0
2019-05-19,NEPSE Index,1316.84,-1.87,-0.14,1055840000.0
2019-05-19,Sensitive Index,280.79,-0.65,-0.23,980192000.0
2019-05-19,Float Index,96.44,-0.21,-0.22,1055840000.0
2019-05-19,Sensitive Float Index,89.19,-0.3,-0.34,830326976.0
2019-05-18,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-05-17,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-05-16,NEPSE Index,1318.71,-2.29,-0.17,881396992.0
2019-05-16,Sensitive Index,281.44,-0.81,-0.29,835550016.0
2019-05-16,Float Index,96.65,-0.3,-0.31,881396992.0
2019-05-16,Sensitive Float Index,89.49,-0.28,-0.31,718534976.0
2019-05-15,NEPSE Index,1321.0,5.55,0.42,1302630016.0
2019-05-15,Sensitive Index,282.25,2.51,0.9,1277459968.0
2019-05-15,Float Index,96.95,0.52,0.54,1302630016.0
2019-05-15,Sensitive Float Index,89.77,0.85,0.96,1137949952.0
2019-05-14,NEPSE Index,1315.45,14.11,1.08,1007529984.0
2019-05-14,Sensitive Index,279.74,1.5,0.54,1017980032.0
2019-05-14,Float Index,96.43,1.03,1.08,1007529984.0
2019-05-14,Sensitive Float Index,88.92,0.62,0.7,879200000.0
2019-05-13,NEPSE Index,1301.34,6.31,0.49,775121984.0
2019-05-13,Sensitive Index,278.24,1.21,0.44,622254016.0
2019-05-13,Float Index,95.4,0.28,0.29,775121984.0
2019-05-13,Sensitive Float Index,88.3,0.1,0.11,764636992.0
2019-05-12,NEPSE Index,1295.03,3.07,0.24,672155008.0
2019-05-12,Sensitive Index,277.03,0.51,0.18,710793024.0
2019-05-12,Float Index,95.12,0.16,0.17,672155008.0
2019-05-12,Sensitive Float Index,88.2,0.26,0.3,582076992.0
2019-05-11,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-05-10,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-05-09,NEPSE Index,1291.96,-5.64,-0.43,605086976.0
2019-05-09,Sensitive Index,276.52,-1.55,-0.56,610998016.0
2019-05-09,Float Index,94.96,-0.41,-0.43,605086976.0
2019-05-09,Sensitive Float Index,87.94,-0.49,-0.55,527427008.0
2019-05-08,NEPSE Index,1297.6,-3.68,-0.28,494902016.0
2019-05-08,Sensitive Index,278.07,-1.17,-0.42,477288000.0
2019-05-08,Float Index,95.37,-0.4,-0.42,494902016.0
2019-05-08,Sensitive Float Index,88.43,-0.45,-0.51,424975008.0
2019-05-07,NEPSE Index,1301.28,1.87,0.14,699849024.0
2019-05-07,Sensitive Index,279.24,0.27,0.1,703382016.0
2019-05-07,Float Index,95.77,0.05,0.05,699849024.0
2019-05-07,Sensitive Float Index,88.88,-0.03,-0.03,614588992.0
2019-05-06,NEPSE Index,1299.41,21.73,1.7,619564992.0
2019-05-06,Sensitive Index,278.97,5.01,1.83,614246016.0
2019-05-06,Float Index,95.72,1.72,1.83,619564992.0
2019-05-06,Sensitive Float Index,88.91,1.72,1.97,541569024.0
2019-05-05,NEPSE Index,1277.68,-16.71,-1.29,628641024.0
2019-05-05,Sensitive Index,273.96,-3.86,-1.39,621134976.0
2019-05-05,Float Index,94.0,-1.44,-1.51,628641024.0
2019-05-05,Sensitive Float Index,87.19,-1.37,-1.55,543404032.0
2019-05-04,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-05-03,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-05-02,NEPSE Index,1294.39,-4.21,-0.32,573145024.0
2019-05-02,Sensitive Index,277.82,-1.28,-0.46,579427008.0
2019-05-02,Float Index,95.44,-0.34,-0.35,573145024.0
2019-05-02,Sensitive Float Index,88.56,-0.39,-0.44,488166016.0
2019-05-01,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-04-30,NEPSE Index,1298.6,-11.71,-0.89,913017984.0
2019-04-30,Sensitive Index,279.1,-2.74,-0.97,967377984.0
2019-04-30,Float Index,95.78,-0.71,-0.74,913017984.0
2019-04-30,Sensitive Float Index,88.95,-0.75,-0.84,803916032.0
2019-04-29,NEPSE Index,1310.31,-4.2,-0.32,1160230016.0
2019-04-29,Sensitive Index,281.84,-1.01,-0.36,1232589952.0
2019-04-29,Float Index,96.49,-0.37,-0.38,1160230016.0
2019-04-29,Sensitive Float Index,89.7,-0.34,-0.38,1097440000.0
2019-04-28,NEPSE Index,1314.51,22.39,1.73,1616089984.0
2019-04-28,Sensitive Index,282.85,3.18,1.14,1716339968.0
2019-04-28,Float Index,96.86,1.42,1.49,1616089984.0
2019-04-28,Sensitive Float Index,90.04,0.94,1.05,1510749952.0
2019-04-27,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-04-26,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-04-25,NEPSE Index,1292.12,12.83,1.0,1335980032.0
2019-04-25,Sensitive Index,279.67,2.73,0.99,1384359936.0
2019-04-25,Float Index,95.44,0.99,1.05,1335980032.0
2019-04-25,Sensitive Float Index,89.1,0.94,1.07,1281469952.0
2019-04-24,NEPSE Index,1279.29,18.61,1.48,921345984.0
2019-04-24,Sensitive Index,276.94,4.67,1.72,947080000.0
2019-04-24,Float Index,94.45,1.64,1.77,921345984.0
2019-04-24,Sensitive Float Index,88.16,1.73,2.0,871912000.0
2019-04-23,NEPSE Index,1260.68,3.74,0.3,561851008.0
2019-04-23,Sensitive Index,272.27,0.9,0.33,577185024.0
2019-04-23,Float Index,92.81,0.26,0.28,561851008.0
2019-04-23,Sensitive Float Index,86.43,0.28,0.33,532556000.0
2019-04-22,NEPSE Index,1256.94,-7.26,-0.57,1000550016.0
2019-04-22,Sensitive Index,271.37,-2.04,-0.75,1056310016.0
2019-04-22,Float Index,92.55,-0.83,-0.89,1000550016.0
2019-04-22,Sensitive Float Index,86.15,-0.87,-1.0,955272000.0
2019-04-21,NEPSE Index,1264.2,31.94,2.59,1004000000.0
2019-04-21,Sensitive Index,273.41,7.85,2.96,1041720000.0
2019-04-21,Float Index,93.38,2.4,2.64,1004000000.0
2019-04-21,Sensitive Float Index,87.02,2.46,2.91,955451008.0
2019-04-20,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-04-19,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-04-18,NEPSE Index,1232.26,15.22,1.25,732081024.0
2019-04-18,Sensitive Index,265.56,3.99,1.53,758713984.0
2019-04-18,Float Index,90.98,1.24,1.38,732081024.0
2019-04-18,Sensitive Float Index,84.56,1.33,1.6,703494976.0
2019-04-17,NEPSE Index,1217.04,4.99,0.41,803244992.0
2019-04-17,Sensitive Index,261.57,1.33,0.51,831985984.0
2019-04-17,Float Index,89.74,0.46,0.52,803244992.0
2019-04-17,Sensitive Float Index,83.23,0.49,0.59,760916992.0
2019-04-16,NEPSE Index,1212.05,23.34,1.96,723990016.0
2019-04-16,Sensitive Index,260.24,5.47,2.15,768147968.0
2019-04-16,Float Index,89.28,1.91,2.19,723990016.0
2019-04-16,Sensitive Float Index,82.74,1.9,2.35,689580032.0
2019-04-15,NEPSE Index,1188.71,4.69,0.4,289871008.0
2019-04-15,Sensitive Index,254.77,1.13,0.45,302255008.0
2019-04-15,Float Index,87.37,0.46,0.53,289871008.0
2019-04-15,Sensitive Float Index,80.84,0.46,0.57,267090000.0
2019-04-14,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-04-13,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-04-12,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2019-04-11,NEPSE Index,1184.02,-0.59,-0.05,387624000.0
2019-04-11,Sensitive Index,253.64,0.06,0.02,401572992.0
2019-04-11,Float Index,86.91,0.09,0.1,381808000.0
2019-04-11,Sensitive Float Index,80.38,0.11,0.14,354828992.0
2019-04-10,NEPSE Index,1184.61,3.51,0.3,358990016.0
2019-04-10,Sensitive Index,253.58,0.73,0.29,371928000.0
2019-04-10,Float Index,86.82,0.24,0.28,358990016.0
2019-04-10,Sensitive Float Index,80.27,0.25,0.31,333071008.0
2019-04-09,NEPSE Index,1181.1,-10.58,-0.89,622529984.0
2019-04-09,Sensitive Index,252.85,-2.15,-0.84,646820992.0
2019-04-09,Float Index,86.58,-0.79,-0.9,622529984.0
2019-04-09,Sensitive Float Index,80.02,-0.74,-0.92,602628992.0
2019-04-08,NEPSE Index,1191.68,9.32,0.79,864142976.0
2019-04-08,Sensitive Index,255.0,2.02,0.8,913086976.0
2019-04-08,Float Index,87.37,0.67,0.77,864142976.0
2019-04-08,Sensitive Float Index,80.76,0.63,0.79,827102016.0
2019-04-07,NEPSE Index,1182.36,17.16,1.47,518228000.0
2019-04-07,Sensitive Index,252.98,4.41,1.77,542806976.0
