Date,Index,Current,Point Change,% Change,Turnover
2017-05-13,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-05-12,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-05-11,NEPSE Index,1658.58,7.77,0.47,840556032.0
2017-05-11,Sensitive Index,353.79,1.25,0.35,636766976.0
2017-05-11,Float Index,122.78,0.47,0.38,840556032.0
2017-05-11,Sensitive Float Index,109.58,0.34,0.32,636766976.0
2017-05-10,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-05-09,NEPSE Index,1650.81,13.51,0.83,597118976.0
2017-05-09,Sensitive Index,352.54,2.78,0.8,434390016.0
2017-05-09,Float Index,122.31,0.97,0.8,597118976.0
2017-05-09,Sensitive Float Index,109.24,0.78,0.72,434390016.0
2017-05-08,NEPSE Index,1637.3,8.32,0.51,560332032.0
2017-05-08,Sensitive Index,349.76,1.83,0.53,443471008.0
2017-05-08,Float Index,121.34,0.67,0.56,560332032.0
2017-05-08,Sensitive Float Index,108.46,0.62,0.57,443471008.0
2017-05-07,NEPSE Index,1628.98,-24.2,-1.46,668144000.0
2017-05-07,Sensitive Index,347.93,-5.62,-1.59,520988992.0
2017-05-07,Float Index,120.67,-1.96,-1.6,668144000.0
2017-05-07,Sensitive Float Index,107.84,-1.84,-1.68,520988992.0
2017-05-06,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-05-05,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-05-04,NEPSE Index,1653.18,-9.2,-0.55,752230976.0
2017-05-04,Sensitive Index,353.55,-1.87,-0.53,539896000.0
2017-05-04,Float Index,122.63,-0.7,-0.56,752230976.0
2017-05-04,Sensitive Float Index,109.68,-0.62,-0.56,539896000.0
2017-05-03,NEPSE Index,1662.38,4.05,0.24,864366976.0
2017-05-03,Sensitive Index,355.42,1.09,0.31,678569984.0
2017-05-03,Float Index,123.33,0.25,0.21,864366976.0
2017-05-03,Sensitive Float Index,110.3,0.27,0.25,678569984.0
2017-05-02,NEPSE Index,1658.33,7.55,0.46,874723968.0
2017-05-02,Sensitive Index,354.33,1.55,0.44,709320000.0
2017-05-02,Float Index,123.08,0.55,0.45,874723968.0
2017-05-02,Sensitive Float Index,110.03,0.47,0.43,709320000.0
2017-05-01,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-04-30,NEPSE Index,1650.78,-19.84,-1.19,747966016.0
2017-04-30,Sensitive Index,352.78,-4.43,-1.24,595739008.0
2017-04-30,Float Index,122.53,-1.49,-1.2,747966016.0
2017-04-30,Sensitive Float Index,109.56,-1.37,-1.23,595739008.0
2017-04-29,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-04-28,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-04-27,NEPSE Index,1670.62,0.32,0.02,1063420032.0
2017-04-27,Sensitive Index,357.21,-0.59,-0.17,800649984.0
2017-04-27,Float Index,124.02,-0.21,-0.17,1063420032.0
2017-04-27,Sensitive Float Index,110.93,-0.33,-0.29,800649984.0
2017-04-26,NEPSE Index,1670.3,-2.08,-0.12,856094976.0
2017-04-26,Sensitive Index,357.8,-1.56,-0.43,647289024.0
2017-04-26,Float Index,124.23,-0.22,-0.18,856094976.0
2017-04-26,Sensitive Float Index,111.26,-0.43,-0.38,647289024.0
2017-04-25,NEPSE Index,1672.38,-3.4,-0.2,1036600000.0
2017-04-25,Sensitive Index,359.36,-1.4,-0.39,813081024.0
2017-04-25,Float Index,124.45,-0.48,-0.38,1036600000.0
2017-04-25,Sensitive Float Index,111.69,-0.51,-0.46,813081024.0
2017-04-24,NEPSE Index,1675.78,-17.94,-1.06,941086976.0
2017-04-24,Sensitive Index,360.76,-4.65,-1.27,752456000.0
2017-04-24,Float Index,124.93,-1.54,-1.22,941086976.0
2017-04-24,Sensitive Float Index,112.2,-1.49,-1.31,752456000.0
2017-04-23,NEPSE Index,1693.72,35.38,2.13,1515859968.0
2017-04-23,Sensitive Index,365.41,7.38,2.06,1219689984.0
2017-04-23,Float Index,126.47,2.52,2.03,1515859968.0
2017-04-23,Sensitive Float Index,113.69,2.27,2.03,1219689984.0
2017-04-22,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-04-21,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-04-20,NEPSE Index,1658.34,-3.68,-0.22,1299580032.0
2017-04-20,Sensitive Index,358.03,-0.98,-0.27,989358976.0
2017-04-20,Float Index,123.95,-0.28,-0.23,1299580032.0
2017-04-20,Sensitive Float Index,111.42,-0.3,-0.26,989358976.0
2017-04-19,NEPSE Index,1662.02,49.98,3.1,1037200000.0
2017-04-19,Sensitive Index,359.01,10.77,3.09,825608000.0
2017-04-19,Float Index,124.23,3.59,2.98,1037200000.0
2017-04-19,Sensitive Float Index,111.72,3.51,3.24,825608000.0
2017-04-18,NEPSE Index,1612.04,-39.57,-2.4,1458509952.0
2017-04-18,Sensitive Index,348.24,-9.08,-2.54,1211469952.0
2017-04-18,Float Index,120.64,-3.04,-2.46,1458509952.0
2017-04-18,Sensitive Float Index,108.21,-2.84,-2.56,1211469952.0
2017-04-17,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-04-16,NEPSE Index,1651.61,-45.52,-2.68,1163069952.0
2017-04-16,Sensitive Index,357.32,-10.2,-2.78,927331968.0
2017-04-16,Float Index,123.68,-3.63,-2.85,1163069952.0
2017-04-16,Sensitive Float Index,111.05,-3.35,-2.93,927331968.0
2017-04-15,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-04-14,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-04-13,NEPSE Index,1697.13,-5.94,-0.35,1391820032.0
2017-04-13,Sensitive Index,367.52,-1.49,-0.4,1157520000.0
2017-04-13,Float Index,127.31,-0.52,-0.4,1391820032.0
2017-04-13,Sensitive Float Index,114.4,-0.5,-0.44,1157520000.0
2017-04-12,NEPSE Index,1703.07,-6.75,-0.4,1986259968.0
2017-04-12,Sensitive Index,369.01,-1.94,-0.52,1638720000.0
2017-04-12,Float Index,127.83,-0.68,-0.53,1986259968.0
2017-04-12,Sensitive Float Index,114.9,-0.77,-0.67,1638720000.0
2017-04-11,NEPSE Index,1709.82,33.6,2.0,1860470016.0
2017-04-11,Sensitive Index,370.95,7.28,2.0,1533970048.0
2017-04-11,Float Index,128.51,2.98,2.37,1860470016.0
2017-04-11,Sensitive Float Index,115.67,2.64,2.34,1533970048.0
2017-04-10,NEPSE Index,1676.22,24.62,1.49,1542029952.0
2017-04-10,Sensitive Index,363.67,5.3,1.48,1284099968.0
2017-04-10,Float Index,125.53,2.0,1.62,1542029952.0
2017-04-10,Sensitive Float Index,113.03,1.73,1.56,1284099968.0
2017-04-09,NEPSE Index,1651.6,0.56,0.03,1194230016.0
2017-04-09,Sensitive Index,358.37,-0.1,-0.03,979284992.0
2017-04-09,Float Index,123.53,-0.01,-0.01,1194230016.0
2017-04-09,Sensitive Float Index,111.3,-0.12,-0.11,979284992.0
2017-04-08,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-04-07,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-04-06,NEPSE Index,1651.04,-5.98,-0.36,1351320064.0
2017-04-06,Sensitive Index,358.47,-1.5,-0.42,1173120000.0
2017-04-06,Float Index,123.54,-0.43,-0.35,1351320064.0
2017-04-06,Sensitive Float Index,111.42,-0.42,-0.38,1173120000.0
2017-04-05,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-04-04,NEPSE Index,1657.02,-3.5,-0.21,1566310016.0
2017-04-04,Sensitive Index,359.97,-1.01,-0.28,1346899968.0
2017-04-04,Float Index,123.97,-0.27,-0.21,1566310016.0
2017-04-04,Sensitive Float Index,111.84,-0.26,-0.23,1346899968.0
2017-04-03,NEPSE Index,1660.52,-6.59,-0.4,2442589952.0
2017-04-03,Sensitive Index,360.98,-1.22,-0.34,2135040000.0
2017-04-03,Float Index,124.24,-0.37,-0.3,2442589952.0
2017-04-03,Sensitive Float Index,112.1,-0.22,-0.19,2135040000.0
2017-04-02,NEPSE Index,1667.11,79.47,5.01,903900032.0
2017-04-02,Sensitive Index,362.2,16.38,4.74,792067968.0
2017-04-02,Float Index,124.61,6.31,5.33,903900032.0
2017-04-02,Sensitive Float Index,112.32,5.74,5.39,792067968.0
2017-04-01,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-03-31,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-03-30,NEPSE Index,1587.64,-0.65,-0.04,1447270016.0
2017-03-30,Sensitive Index,345.82,-0.06,-0.02,1243859968.0
2017-03-30,Float Index,118.3,0.03,0.02,1447270016.0
2017-03-30,Sensitive Float Index,106.58,0.03,0.02,1243859968.0
2017-03-29,NEPSE Index,1588.29,-22.33,-1.39,2043980032.0
2017-03-29,Sensitive Index,345.87,-4.63,-1.32,1746630016.0
2017-03-29,Float Index,118.27,-1.81,-1.51,2043980032.0
2017-03-29,Sensitive Float Index,106.54,-1.59,-1.47,1746630016.0
2017-03-28,NEPSE Index,1610.62,76.79,5.01,1339960064.0
2017-03-28,Sensitive Index,350.5,17.02,5.1,1132419968.0
2017-03-28,Float Index,120.08,5.96,5.22,1339960064.0
2017-03-28,Sensitive Float Index,108.13,5.42,5.27,1132419968.0
2017-03-27,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-03-26,NEPSE Index,1533.83,47.79,3.22,1511490048.0
2017-03-26,Sensitive Index,333.48,10.22,3.16,1200359936.0
2017-03-26,Float Index,114.12,3.82,3.47,1511490048.0
2017-03-26,Sensitive Float Index,102.71,3.37,3.4,1200359936.0
2017-03-25,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-03-24,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-03-23,NEPSE Index,1486.04,4.96,0.33,961484032.0
2017-03-23,Sensitive Index,323.26,1.04,0.32,794345984.0
2017-03-23,Float Index,110.3,0.59,0.54,961484032.0
2017-03-23,Sensitive Float Index,99.34,0.53,0.53,794345984.0
2017-03-22,NEPSE Index,1481.08,18.85,1.29,1306419968.0
2017-03-22,Sensitive Index,322.22,4.3,1.35,1112130048.0
2017-03-22,Float Index,109.71,1.55,1.43,1306419968.0
2017-03-22,Sensitive Float Index,98.81,1.46,1.5,1112130048.0
2017-03-21,NEPSE Index,1462.23,37.85,2.66,1313200000.0
2017-03-21,Sensitive Index,317.92,8.32,2.69,1153069952.0
2017-03-21,Float Index,108.16,3.16,3.01,1313200000.0
2017-03-21,Sensitive Float Index,97.35,2.88,3.04,1153069952.0
2017-03-20,NEPSE Index,1424.38,42.19,3.05,1205650048.0
2017-03-20,Sensitive Index,309.6,9.22,3.07,902851968.0
2017-03-20,Float Index,105.0,3.16,3.1,1205650048.0
2017-03-20,Sensitive Float Index,94.47,2.83,3.09,902851968.0
2017-03-19,NEPSE Index,1382.19,24.85,1.83,640144000.0
2017-03-19,Sensitive Index,300.38,5.55,1.88,569980992.0
2017-03-19,Float Index,101.84,1.79,1.79,640144000.0
2017-03-19,Sensitive Float Index,91.64,1.61,1.79,569980992.0
2017-03-18,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-03-17,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-03-16,NEPSE Index,1357.34,1.21,0.09,417496000.0
2017-03-16,Sensitive Index,294.83,0.37,0.13,363912000.0
2017-03-16,Float Index,100.05,0.07,0.07,417496000.0
2017-03-16,Sensitive Float Index,90.03,0.13,0.14,363912000.0
2017-03-15,NEPSE Index,1356.13,9.04,0.67,287448992.0
2017-03-15,Sensitive Index,294.46,1.82,0.62,254298000.0
2017-03-15,Float Index,99.98,0.64,0.64,287448992.0
2017-03-15,Sensitive Float Index,89.9,0.51,0.58,254298000.0
2017-03-14,NEPSE Index,1347.09,-8.14,-0.6,309343008.0
2017-03-14,Sensitive Index,292.64,-1.77,-0.6,277052000.0
2017-03-14,Float Index,99.34,-0.61,-0.61,309343008.0
2017-03-14,Sensitive Float Index,89.39,-0.54,-0.61,277052000.0
2017-03-13,NEPSE Index,1355.23,7.7,0.57,335582016.0
2017-03-13,Sensitive Index,294.41,1.68,0.57,306078016.0
2017-03-13,Float Index,99.95,0.51,0.51,335582016.0
2017-03-13,Sensitive Float Index,89.93,0.45,0.5,306078016.0
2017-03-12,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-03-11,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-03-10,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-03-09,NEPSE Index,1347.53,5.97,0.44,452680992.0
2017-03-09,Sensitive Index,292.73,1.38,0.48,413487008.0
2017-03-09,Float Index,99.44,0.56,0.56,452680992.0
2017-03-09,Sensitive Float Index,89.48,0.52,0.59,413487008.0
2017-03-08,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-03-07,NEPSE Index,1341.56,-16.85,-1.24,402360992.0
2017-03-07,Sensitive Index,291.35,-3.97,-1.35,353083008.0
2017-03-07,Float Index,98.88,-1.43,-1.42,402360992.0
2017-03-07,Sensitive Float Index,88.96,-1.35,-1.5,353083008.0
2017-03-06,NEPSE Index,1358.41,4.07,0.3,732656000.0
2017-03-06,Sensitive Index,295.32,0.92,0.31,673788992.0
2017-03-06,Float Index,100.31,0.26,0.26,732656000.0
2017-03-06,Sensitive Float Index,90.31,0.22,0.25,673788992.0
2017-03-05,NEPSE Index,1354.34,24.93,1.88,558435968.0
2017-03-05,Sensitive Index,294.4,5.62,1.95,493870016.0
2017-03-05,Float Index,100.05,1.89,1.93,558435968.0
2017-03-05,Sensitive Float Index,90.09,1.79,2.02,493870016.0
2017-03-04,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-03-03,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-03-02,NEPSE Index,1329.41,12.61,0.96,400524992.0
2017-03-02,Sensitive Index,288.78,3.07,1.07,370407008.0
2017-03-02,Float Index,98.16,0.93,0.95,400524992.0
2017-03-02,Sensitive Float Index,88.3,0.91,1.04,370407008.0
2017-03-01,NEPSE Index,1316.8,17.51,1.35,314716000.0
2017-03-01,Sensitive Index,285.71,3.86,1.37,282459008.0
2017-03-01,Float Index,97.23,1.33,1.39,314716000.0
2017-03-01,Sensitive Float Index,87.39,1.24,1.44,282459008.0
2017-02-28,NEPSE Index,1299.29,-13.72,-1.04,528111008.0
2017-02-28,Sensitive Index,281.85,-3.17,-1.11,480038016.0
2017-02-28,Float Index,95.9,-1.06,-1.09,528111008.0
2017-02-28,Sensitive Float Index,86.15,-0.99,-1.14,480038016.0
2017-02-27,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-02-26,NEPSE Index,1313.01,-24.45,-1.83,245987008.0
2017-02-26,Sensitive Index,285.02,-5.86,-2.01,220292992.0
2017-02-26,Float Index,96.96,-1.58,-1.61,245987008.0
2017-02-26,Sensitive Float Index,87.14,-1.54,-1.73,220292992.0
2017-02-25,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-02-24,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-02-23,NEPSE Index,1337.46,-6.65,-0.49,269056000.0
2017-02-23,Sensitive Index,290.88,-1.55,-0.53,243918000.0
2017-02-23,Float Index,98.54,-0.56,-0.56,269056000.0
2017-02-23,Sensitive Float Index,88.68,-0.53,-0.6,243918000.0
2017-02-22,NEPSE Index,1344.11,-13.46,-0.99,319015008.0
2017-02-22,Sensitive Index,292.43,-3.2,-1.08,277136992.0
2017-02-22,Float Index,99.1,-0.97,-0.97,319015008.0
2017-02-22,Sensitive Float Index,89.21,-0.94,-1.04,277136992.0
2017-02-21,NEPSE Index,1357.57,-7.54,-0.55,577590016.0
2017-02-21,Sensitive Index,295.63,-1.65,-0.55,493664000.0
2017-02-21,Float Index,100.07,-0.56,-0.56,577590016.0
2017-02-21,Sensitive Float Index,90.15,-0.52,-0.58,0.0
2017-02-20,NEPSE Index,1365.11,-4.24,-0.31,798889024.0
2017-02-20,Sensitive Index,297.28,-0.88,-0.29,672761984.0
2017-02-20,Float Index,100.63,-0.35,-0.35,798889024.0
2017-02-20,Sensitive Float Index,90.67,-0.32,-0.35,672761984.0
2017-02-19,NEPSE Index,1369.35,25.5,1.9,628798016.0
2017-02-19,Sensitive Index,298.16,5.64,1.93,531601984.0
2017-02-19,Float Index,100.98,1.66,1.67,628798016.0
2017-02-19,Sensitive Float Index,90.99,3.28,3.74,531601984.0
2017-02-18,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-02-17,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-02-16,NEPSE Index,1343.85,27.05,2.05,621523968.0
2017-02-16,Sensitive Index,292.52,6.73,2.35,527323008.0
2017-02-16,Float Index,99.32,2.14,2.2,621523968.0
2017-02-16,Sensitive Float Index,87.71,2.57,3.02,527323008.0
2017-02-15,NEPSE Index,1316.8,41.83,3.28,520287008.0
2017-02-15,Sensitive Index,285.79,9.2,3.33,423759008.0
2017-02-15,Float Index,97.18,3.18,3.39,520287008.0
2017-02-15,Sensitive Float Index,85.14,2.84,3.45,423759008.0
2017-02-14,NEPSE Index,1278.98,26.48,2.11,462281984.0
2017-02-14,Sensitive Index,277.74,5.97,2.19,399651008.0
2017-02-14,Float Index,94.28,1.92,2.07,462281984.0
2017-02-14,Sensitive Float Index,82.62,1.85,2.29,399651008.0
2017-02-13,NEPSE Index,1278.98,26.48,2.11,462281984.0
2017-02-13,Sensitive Index,277.74,5.97,2.19,399651008.0
2017-02-13,Float Index,94.28,1.92,2.07,462281984.0
2017-02-13,Sensitive Float Index,82.62,1.85,2.29,399651008.0
2017-02-12,NEPSE Index,1252.5,-43.73,-3.37,451153984.0
2017-02-12,Sensitive Index,271.77,-9.69,-3.44,383515008.0
2017-02-12,Float Index,92.36,-3.45,-3.6,451153984.0
2017-02-12,Sensitive Float Index,80.77,-3.07,-3.66,383515008.0
2017-02-11,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-02-10,NEPSE Index,1296.23,-26.75,-2.02,411400992.0
2017-02-10,Sensitive Index,281.46,-5.73,-1.99,337728000.0
2017-02-10,Float Index,95.81,-2.09,-2.14,411400992.0
2017-02-10,Sensitive Float Index,83.84,-1.82,-2.13,337728000.0
2017-02-09,NEPSE Index,1344.6,-4.24,-0.31,297356992.0
2017-02-09,Sensitive Index,291.95,-1.04,-0.36,235044992.0
2017-02-09,Float Index,99.4,-0.35,-0.36,297356992.0
2017-02-09,Sensitive Float Index,86.98,-0.38,-0.43,235044992.0
2017-02-08,NEPSE Index,1348.84,-15.66,-1.15,222291008.0
2017-02-08,Sensitive Index,292.99,-3.33,-1.12,183272000.0
2017-02-08,Float Index,99.75,-1.32,-1.31,222291008.0
2017-02-08,Sensitive Float Index,87.36,-1.13,-1.28,183272000.0
2017-02-07,NEPSE Index,1364.5,-17.95,-1.3,255400992.0
2017-02-07,Sensitive Index,296.32,-4.03,-1.34,208936992.0
2017-02-07,Float Index,101.07,-1.39,-1.36,255400992.0
2017-02-07,Sensitive Float Index,88.49,-1.26,-1.41,208936992.0
2017-02-06,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-02-05,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-02-04,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-02-03,NEPSE Index,1382.45,-7.38,-0.53,516676000.0
2017-02-03,Sensitive Index,300.35,-1.35,-0.45,438388000.0
2017-02-03,Float Index,102.46,-0.48,-0.46,516676000.0
2017-02-03,Sensitive Float Index,89.75,-0.37,-0.41,438388000.0
2017-02-02,NEPSE Index,1382.45,-7.38,-0.53,516676000.0
2017-02-02,Sensitive Index,300.35,-1.35,-0.45,438388000.0
2017-02-02,Float Index,102.46,-0.48,-0.46,516676000.0
2017-02-02,Sensitive Float Index,89.75,-0.37,-0.41,438388000.0
2017-02-01,NEPSE Index,1389.83,63.23,4.77,564668032.0
2017-02-01,Sensitive Index,301.7,13.63,4.73,478556992.0
2017-02-01,Float Index,102.94,4.76,4.85,564668032.0
2017-02-01,Sensitive Float Index,90.12,4.15,4.83,478556992.0
2017-01-31,NEPSE Index,1326.6,16.9,1.29,469633984.0
2017-01-31,Sensitive Index,288.07,4.0,1.41,399001984.0
2017-01-31,Float Index,98.18,1.27,1.31,469633984.0
2017-01-31,Sensitive Float Index,85.97,1.21,1.43,399001984.0
2017-01-30,NEPSE Index,1309.7,-65.44,-4.76,512318016.0
2017-01-30,Sensitive Index,284.07,-14.41,-4.83,453911008.0
2017-01-30,Float Index,96.91,-4.82,-4.74,512318016.0
2017-01-30,Sensitive Float Index,84.76,-4.24,-4.77,453911008.0
2017-01-29,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-01-28,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-01-27,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-01-26,NEPSE Index,1375.14,-21.47,-1.54,490808000.0
2017-01-26,Sensitive Index,298.48,-4.72,-1.56,415675008.0
2017-01-26,Float Index,101.73,-1.67,-1.62,490808000.0
2017-01-26,Sensitive Float Index,89.0,-1.51,-1.67,415675008.0
2017-01-25,NEPSE Index,1396.61,-36.38,-2.54,398868000.0
2017-01-25,Sensitive Index,303.2,-7.89,-2.54,338952992.0
2017-01-25,Float Index,103.4,-2.71,-2.55,398868000.0
2017-01-25,Sensitive Float Index,90.51,-2.37,-2.55,338952992.0
2017-01-24,NEPSE Index,1432.99,-24.89,-1.71,317612992.0
2017-01-24,Sensitive Index,311.09,-5.5,-1.74,254524992.0
2017-01-24,Float Index,106.11,-1.87,-1.73,317612992.0
2017-01-24,Sensitive Float Index,92.88,-1.66,-1.76,254524992.0
2017-01-23,NEPSE Index,1457.88,-7.96,-0.54,298895008.0
2017-01-23,Sensitive Index,316.59,-1.64,-0.51,239099008.0
2017-01-23,Float Index,107.98,-0.66,-0.61,298895008.0
2017-01-23,Sensitive Float Index,94.54,-0.55,-0.58,239099008.0
2017-01-22,NEPSE Index,1465.84,3.28,0.22,231915008.0
2017-01-22,Sensitive Index,318.23,0.91,0.29,187764000.0
2017-01-22,Float Index,108.64,0.1,0.09,231915008.0
2017-01-22,Sensitive Float Index,95.09,0.15,0.16,187764000.0
2017-01-21,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-01-20,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-01-19,NEPSE Index,1462.56,0.33,0.02,297208992.0
2017-01-19,Sensitive Index,317.32,0.13,0.04,221660992.0
2017-01-19,Float Index,108.54,-0.04,-0.04,297208992.0
2017-01-19,Sensitive Float Index,94.94,-0.03,-0.03,221660992.0
